paper_rank,token,token_profile,network_window,period_set_id,period_id,period_label,period_sort_order,period_start_date,period_end_date,pair_id,focus_a_norm,focus_a_label,focus_b_norm,focus_b_label,candidate_scope,neighbor_scope,topn,pair_count_mode,comparison_type,comparison_id,robust_topn,robust_min_metrics,robust_score,robust_class,included_metrics,log_odds_z,log_likelihood,log_ratio,chi_square,tfidf,rank_positive,rank_log_likelihood,rank_log_ratio,rank_chi_square,rank_tfidf,count_period,count_ref,rate_period,rate_ref,edge_a,edge_b,shared_strength,period_keyness_log_odds_z,period_keyness_rank_positive,dominant_pos,dict_lv1,dict_lv2
8,程序,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.903697963302303,62.029196919234174,6.453639570784021,43.60240921843052,0.022716937497432286,9,12,4,12,24,48.0,0.0,0.010084033613445379,0.0,48.0,174.0,0.003947043828632514,20.32218768729153,33.0,Na,nan,nan
9,決議,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.8519715999779285,60.732187115134174,6.423582336927841,42.68928928016736,0.022243667966235777,10,13,5,14,28,47.0,0.0,0.009873949579831932,0.0,47.0,115.0,0.003398947803984158,18.280924699851926,48.0,VE,nan,nan
10,希望,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.4736606558098675,51.65878429610655,6.193576731481518,36.303118121209245,0.018930781247860236,11,15,6,17,34,40.0,0.0,0.008403361344537815,0.0,40.0,72.0,0.00212803688597269,11.379997357431645,156.0,Na,nan,nan
11,中央,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.417042829944493,50.36339251103967,6.157507476773996,35.391616920543434,0.01845751171666373,12,16,7,18,36,39.0,0.0,0.00819327731092437,0.0,39.0,109.0,0.0032069731107639173,6.976382921400431,405.0,Nc,nan,nan
12,省,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.417042829944493,50.36339251103967,6.157507476773996,35.391616920543434,0.01845751171666373,13,17,8,19,37,39.0,0.0,0.00819327731092437,0.0,39.0,143.0,0.0032069731107639173,-19.43908152074738,12136.0,Nc,nan,nan
13,敎育,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.35970771682022,49.0682026846979,6.120513269291794,34.48031775937683,0.017984242185467222,15,18,9,20,39,38.0,0.0,0.007983193277310924,0.0,38.0,92.0,0.0027191582431873263,5.234953176130915,653.0,Na,nan,nan
14,委員,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.1831017954909075,45.183844306707556,6.003473848101575,31.747631841347218,0.016564433591877707,16,19,10,23,43,35.0,0.0,0.007352941176470588,0.0,35.0,74.0,0.0021871490216941536,8.042879934038936,314.0,Na,nan,nan
15,保障,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.122590111238527,43.88946166411603,5.962251185375062,30.837140166801184,0.0160911640606812,18,20,11,25,44,34.0,0.0,0.007142857142857143,0.0,34.0,139.0,0.002795822711948031,12.15960433687737,136.0,VC,nan,nan
16,主張,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.061196103695511,42.59528065483616,5.919815919054665,29.92685019621495,0.015617894529484694,19,22,12,27,47,33.0,0.0,0.006932773109243697,0.0,33.0,116.0,0.0027135926321848534,-9.410919615348496,12114.0,VE,nan,nan
17,召集,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,3.998879126102887,41.301301213883534,5.876094541625347,29.016761862569815,0.015144624998288189,21,23,13,28,50,32.0,0.0,0.0067226890756302525,0.0,32.0,79.0,0.0023349293609978127,-3.5624129394274333,11730.0,VC,nan,nan
18,中國,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.2453138487108415,35.898526465817596,1.2802992582422148,34.35695930648205,0.04783695484003607,8,26,18,21,8,146.0,54.0,0.030672268907563024,0.012555219716345037,146.0,166.0,0.00490630726488148,9.272493522245323,238.0,Nc,nan,nan
19,準備,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.401652867235371,25.567447632785097,1.3149538608958045,24.410672806672075,0.03276503756166855,14,33,17,32,12,100.0,36.0,0.02100840336134454,0.008370146477563357,134.0,100.0,0.002955606786073181,22.60230184695564,14.0,VF,nan,nan
20,人民,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲政-憲法,xianzheng,憲政,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.164188191033652,21.68203368094433,0.9060212360391061,21.134861356697126,0.05045815784496956,17,38,22,38,7,154.0,74.0,0.03235294117647059,0.017205301092769125,154.0,442.0,0.012663432283529315,20.206353827702213,35.0,Na,nan,nan
1,議會,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,13.632827675641538,498.4746812128322,10.020315661996655,528.3914210704105,0.1735119102820566,1,1,1,1,1,180.0,0.0,0.07702182284980745,0.0,180.0,384.0,0.005320092214931725,16.351474722765566,64.0,Nc,nan,nan
2,印度,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,9.107651740785661,224.40539239974976,8.890782849355299,238.08443483137066,0.079044314684048,2,2,2,2,4,82.0,0.0,0.03508771929824561,0.0,82.0,105.0,0.002423597564580008,22.436936468347785,15.0,Nc,nan,nan
3,國大,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,9.037878645156349,98.35176726176924,1.6843689266398794,113.17770220921936,0.10143842523157222,3,6,12,3,2,152.0,136.0,0.06504065040650407,0.020226055919095775,261.0,152.0,0.007714133711651002,25.682882349887272,11.0,Nc,nan,nan
4,意見,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.921589884453362,95.24924399393811,7.674207754614165,101.09224423789365,0.03373842699928878,5,8,3,4,14,35.0,0.0,0.014976465554129225,0.0,160.0,35.0,0.004728970857717089,13.327122868017485,113.0,Na,nan,nan
5,表示,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.196752151242704,73.40862936425748,7.305820348634143,77.91638605035946,0.02602678654230849,6,9,4,7,23,27.0,0.0,0.011553273427471117,0.0,76.0,27.0,0.0022462611574156173,11.090894486500272,161.0,VE,nan,nan
6,提出,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.580307074620995,57.05524368811173,6.950725389811581,60.56141127154169,0.02024305619957327,7,10,5,8,28,21.0,0.0,0.008985879332477536,0.0,148.0,21.0,0.004374298043388307,7.6304145656509235,349.0,VC,nan,nan
7,機關,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.469467546212456,54.33192956013295,6.8820126397275665,57.671154991782075,0.019279101142450735,8,11,6,11,32,20.0,0.0,0.008557980316645272,0.0,76.0,20.0,0.0022462611574156173,-6.145964602804586,12047.0,Na,nan,nan
8,參加,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.635814156336439,53.163382909609794,1.4218257228996822,60.332387386084314,0.072074670559275,4,12,13,9,5,108.0,116.0,0.04621309370988447,0.017251635930993457,132.0,108.0,0.0039014009576165986,37.64511018955847,4.0,VC,nan,nan
9,美國,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,3.9959887883140226,43.44508927773383,6.568854754467937,46.11652071028871,0.015423280913960585,9,13,7,13,36,16.0,0.0,0.0068463842533162175,0.0,191.0,16.0,0.003902439024390244,10.33036854701307,188.0,Nc,nan,nan
10,職權,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,3.600838720206627,35.28668638286845,6.279348137272952,37.45724944545271,0.012531415742592976,11,16,8,14,44,13.0,0.0,0.005562687205819427,0.0,184.0,13.0,0.0031707317073170734,8.213736297373165,300.0,Na,nan,nan
11,反對,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,3.3116177896441723,29.850949406365036,6.048022591166496,31.687591354075796,0.010603505628347902,12,18,9,15,49,11.0,0.0,0.004706889174154899,0.0,82.0,11.0,0.002423597564580008,-4.979508834531289,11961.0,VE,nan,nan
12,法,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,4,strong,log_odds_z;log_likelihood;log_ratio;chi_square,3.3116177896441723,29.850949406365036,6.048022591166496,31.687591354075796,0.010603505628347902,13,19,10,16,50,11.0,0.0,0.004706889174154899,0.0,80.0,11.0,0.0023644854288585445,-3.1640480884510693,11581.0,Na,nan,nan
13,起草,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,4,strong,log_odds_z;log_likelihood;log_ratio;chi_square,3.3116177896441723,29.850949406365036,6.048022591166496,31.687591354075796,0.010603505628347902,14,20,11,17,51,11.0,0.0,0.004706889174154899,0.0,102.0,11.0,0.002682926829268293,-5.378815807383682,12005.0,Nv,nan,nan
14,代表,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,3.781554905474368,17.475077112077223,0.8495560090755284,18.99824561403509,0.05672543516239235,10,34,14,21,7,85.0,136.0,0.036371416345742404,0.020226055919095775,255.0,85.0,0.007536797304486611,21.028656676934997,27.0,Na,nan,nan
15,決定,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,2.6530933468082263,8.723084259696567,0.7817926815790935,9.433332415235116,0.03336790303670138,15,41,15,38,16,50.0,84.0,0.02139495079161318,0.012492563950029744,163.0,50.0,0.0048176390612992845,15.02314910873042,80.0,VE,nan,nan
16,國民大會,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,2.2916330849503574,6.486856176400657,0.40668283509250325,6.761419769738036,0.08008296728808333,16,45,25,42,3,120.0,261.0,0.051347881899871634,0.038816180844735274,495.0,120.0,0.014630253591062245,41.65190287949389,3.0,Nc,nan,nan
17,行憲,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,2.2539860681589357,6.331038444343733,0.510742353861703,6.671015180193726,0.05205392873725416,17,46,18,43,9,78.0,158.0,0.03337612323491656,0.023497917906008327,144.0,78.0,0.00425607377194538,26.39806415046915,10.0,VA,nan,nan
18,工作,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,2.073652517756425,5.359875593976604,0.4238966685421996,5.598372890167423,0.06206429964826458,18,47,24,44,6,93.0,200.0,0.03979460847240052,0.0297441998810232,107.0,93.0,0.0031624992610983036,29.41354006107847,6.0,Na,nan,nan
19,問題,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,1.8689941262686485,4.3872045905388966,0.4651264957270809,4.6027400914716745,0.04337827394771179,19,48,22,45,10,65.0,136.0,0.02781343602909713,0.020226055919095775,302.0,65.0,0.008925932493941005,1.3586841908469578,2286.0,Na,nan,nan
20,任務,full,10,long_period_manual,long_period_manual_p005,long_period_manual_p005,5,1945-11-24,1949-05-26,憲法-制憲,xianfa,憲法,zhixian,制憲,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,1.7894099994888788,4.02947512265845,0.5320738192193585,4.25607413526342,0.0313658288544993,20,49,16,46,20,47.0,94.0,0.02011125374411639,0.013979773944080905,75.0,47.0,0.0022167050895548854,21.93153893691517,18.0,Na,nan,nan
