period_set_id,period_id,center_token,neighbor_token,direction,joint_count,raw_joint_event_count,center_marginal_count,neighbor_marginal_count,event_total,raw_event_total,center_raw_count,neighbor_raw_count,pmi,ppmi,distinct_context_count,distinct_article_count,avg_distance,pos_pair_json,rank_by_count,rank_by_pmi
global_all,global_all_p000,國會,憲法,U,5704,5704,102062,396967,2353049,2353049,102062,396967,-0.5938876481786426,0,,,9.611325385694249,,1,36654
global_all,global_all_p000,憲法,規定,U,4697,4697,396967,53079,2353049,2353049,396967,53079,0.06911068577167032,0.06911068577167032,,,7.708963167979562,,2,33564
global_all,global_all_p000,國,憲法,U,4228,4228,82375,396967,2353049,2353049,82375,396967,-0.71671890040733,0,,,10.014664143803216,,3,37011
global_all,global_all_p000,憲法,政府,U,4017,4017,396967,90139,2353049,2353049,396967,90139,-0.9205207005401922,0,,,10.553895942245457,,4,37454
global_all,global_all_p000,問題,憲法,U,3623,3623,60151,396967,2353049,2353049,60151,396967,-0.48589163337297475,0,,,9.236820314656363,,5,36306
global_all,global_all_p000,人,憲法,U,3605,3605,93894,396967,2353049,2353049,93894,396967,-1.1355214274882177,0,,,11.81886269070735,,6,37804
global_all,global_all_p000,憲法,新,U,3340,3340,396967,43960,2353049,2353049,396967,43960,-0.1508310005950531,0,,,7.174850299401197,,7,34809
global_all,global_all_p000,憲法,總統,U,3239,3239,396967,37997,2353049,2353049,396967,37997,0.015175234042722118,0.015175234042722118,,,9.594936708860759,,8,33890
global_all,global_all_p000,憲法,省,U,3014,3014,396967,77138,2353049,2353049,396967,77138,-1.1102500409631548,0,,,9.710351692103517,,9,37782
global_all,global_all_p000,制定,憲法,U,2992,2992,25572,396967,2353049,2353049,25572,396967,0.47205745926390275,0.47205745926390275,,,6.184157754010696,,10,30638
global_all,global_all_p000,人民,憲法,U,2909,2909,51743,396967,2353049,2353049,51743,396967,-0.5853281228261422,0,,,10.447576486765211,,11,36632
global_all,global_all_p000,國家,憲法,U,2760,2760,45844,396967,2353049,2353049,45844,396967,-0.48655237822598707,0,,,10.170289855072463,,12,36310
global_all,global_all_p000,憲法,議員,U,2678,2678,396967,64201,2353049,2353049,396967,64201,-1.0159275254029507,0,,,10.986183719193427,,13,37643
global_all,global_all_p000,憲法,法律,U,2423,2423,396967,29222,2353049,2353049,396967,29222,-0.02474823407393989,0,,,10.24597606273215,,14,34125
global_all,global_all_p000,憲法,選舉,U,2361,2361,396967,40531,2353049,2353049,396967,40531,-0.5341154461188796,0,,,9.83989834815756,,15,36466
global_all,global_all_p000,主張,憲法,U,2096,2096,36894,396967,2353049,2353049,36894,396967,-0.5702352127840676,0,,,10.223282442748092,,16,36580
global_all,global_all_p000,國會,議員,U,2059,2059,102062,64201,2353049,2353049,102062,64201,0.564433606468923,0.564433606468923,,,8.125789218067023,,17,29884
global_all,global_all_p000,地方,自治,U,2018,2018,31439,28658,2353049,2353049,31439,28658,3.397892373802708,3.397892373802708,,,5.593657086223983,,18,9454
global_all,global_all_p000,國,立憲,U,1991,1991,82375,73968,2353049,2353049,82375,73968,0.6208448517611347,0.6208448517611347,,,8.857358111501759,,19,29442
global_all,global_all_p000,立憲,預備,U,1946,1946,73968,12469,2353049,2353049,73968,12469,3.311724133681074,3.311724133681074,,,4.422918807810894,,20,9827
global_all,global_all_p000,不能,憲法,U,1942,1942,32935,396967,2353049,2353049,32935,396967,-0.5165660663741853,0,,,10.497425334706488,,21,36408
global_all,global_all_p000,兩,憲法,U,1902,1902,41864,396967,2353049,2353049,41864,396967,-0.8926806348740258,0,,,11.113564668769715,,22,37394
global_all,global_all_p000,憲法,組織,U,1799,1799,396967,32128,2353049,2353049,396967,32128,-0.5911237048191641,0,,,10.229016120066703,,23,36644
global_all,global_all_p000,代表,憲法,U,1747,1747,35669,396967,2353049,2353049,35669,396967,-0.784278878376631,0,,,11.538065254722381,,24,37165
global_all,global_all_p000,憲法,討論,U,1701,1701,396967,30583,2353049,2353049,396967,30583,-0.6008345089583109,0,,,10.138741916519693,,25,36673
global_all,global_all_p000,憲法,通過,U,1694,1694,396967,23181,2353049,2353049,396967,23181,-0.20699664612423588,0,,,9.80224321133412,,26,35118
