Id,Source,Target,Type,Weight,Start,End,period_set_id,period_id,sort_order,profile,window_size,weight_type,joint_threshold,stopword_version,context_filter,joint_count,ppmi,rank_by_count,rank_by_pmi,distinct_context_count,distinct_article_count,avg_distance,pos_pair_json,label
full|w10|count|long_period_manual_p000|世|萬,世,萬,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,7.655351828612554,43,1,,,1.0,,"5.0, 7.655, "
full|w10|count|long_period_manual_p000|中國|國,中國,國,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,2.1141261188116096,28,33,,,5.833333333333333,,"6.0, 2.114, "
full|w10|count|long_period_manual_p000|中國|憲法,中國,憲法,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,2.084888897586513,44,35,,,5.6,,"5.0, 2.085, "
full|w10|count|long_period_manual_p000|人|黨,人,黨,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,7.392317422778761,29,3,,,4.0,,"6.0, 7.392, "
full|w10|count|long_period_manual_p000|佩|穿,佩,穿,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,6.070389327891398,45,4,,,4.4,,"5.0, 6.070, "
full|w10|count|long_period_manual_p000|來電|俄國,來電,俄國,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,7.655351828612554,46,2,,,3.8,,"5.0, 7.655, "
full|w10|count|long_period_manual_p000|俄皇|政體,俄皇,政體,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,4.691877704637668,47,9,,,6.6,,"5.0, 4.692, "
full|w10|count|long_period_manual_p000|兩|國,兩,國,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,2.988595236727751,30,21,,,1.0,,"6.0, 2.989, "
full|w10|count|long_period_manual_p000|共和|國,共和,國,Undirected,13.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,13,1.4036327360065946,10,45,,,4.846153846153846,,"13.0, 1.404, "
full|w10|count|long_period_manual_p000|共和|專制,共和,專制,Undirected,14.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,14,3.0729678719931743,8,19,,,4.785714285714286,,"14.0, 3.073, "
full|w10|count|long_period_manual_p000|共和|法,共和,法,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,4.691877704637668,48,10,,,4.0,,"5.0, 4.692, "
full|w10|count|long_period_manual_p000|共和|立憲,共和,立憲,Undirected,7.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,7,1.4548385073368189,24,44,,,6.285714285714286,,"7.0, 1.455, "
full|w10|count|long_period_manual_p000|君|國,君,國,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,0.36410437181995714,31,54,,,4.333333333333333,,"6.0, 0.364, "
full|w10|count|long_period_manual_p000|君|心,君,心,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,4.767826557870967,32,8,,,7.166666666666667,,"6.0, 4.768, "
full|w10|count|long_period_manual_p000|君|民,君,民,Undirected,25.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,25,3.0366433162987665,1,20,,,5.84,,"25.0, 3.037, "
full|w10|count|long_period_manual_p000|君主|國,君主,國,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,2.988595236727751,49,22,,,6.0,,"5.0, 2.989, "
full|w10|count|long_period_manual_p000|命|帝國,命,帝國,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,2.084484157777185,33,36,,,4.166666666666667,,"6.0, 2.084, "
full|w10|count|long_period_manual_p000|命|憲法,命,憲法,Undirected,7.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,7,1.0755510330071767,25,52,,,4.571428571428571,,"7.0, 1.076, "
full|w10|count|long_period_manual_p000|命|朕,命,朕,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,1.9356207718627019,34,38,,,6.333333333333333,,"6.0, 1.936, "
full|w10|count|long_period_manual_p000|命|第七條,命,第七條,Undirected,7.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,7,2.701155518225679,26,26,,,3.0,,"7.0, 2.701, "
full|w10|count|long_period_manual_p000|命|衆議院,命,衆議院,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,5.023083613113041,50,7,,,3.0,,"5.0, 5.023, "
full|w10|count|long_period_manual_p000|國|專制,國,專制,Undirected,12.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,12,1.1472929827468088,13,51,,,6.333333333333333,,"12.0, 1.147, "
full|w10|count|long_period_manual_p000|國|憲法,國,憲法,Undirected,15.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,15,0.14059833017280066,6,56,,,4.2,,"15.0, 0.141, "
full|w10|count|long_period_manual_p000|國|政體,國,政體,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,0.2881555185866584,35,55,,,6.333333333333333,,"6.0, 0.288, "
full|w10|count|long_period_manual_p000|國|民,國,民,Undirected,18.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,18,0.7834808068231381,3,53,,,5.722222222222222,,"18.0, 0.783, "
full|w10|count|long_period_manual_p000|國|泰,國,泰,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,2.988595236727751,36,23,,,5.0,,"6.0, 2.989, "
full|w10|count|long_period_manual_p000|國|立憲,國,立憲,Undirected,24.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,24,1.5291636180904533,2,42,,,4.5,,"24.0, 1.529, "
full|w10|count|long_period_manual_p000|國|英,國,英,Undirected,10.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,10,1.5031684095575089,17,43,,,5.5,,"10.0, 1.503, "
full|w10|count|long_period_manual_p000|大臣|憲法,大臣,憲法,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,3.222392421336448,37,17,,,5.333333333333333,,"6.0, 3.222, "
full|w10|count|long_period_manual_p000|奕棋|民,奕棋,民,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,3.602240492152992,38,14,,,7.0,,"6.0, 3.602, "
full|w10|count|long_period_manual_p000|官|民,官,民,Undirected,17.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,17,3.1661413773463183,5,18,,,4.647058823529412,,"17.0, 3.166, "
full|w10|count|long_period_manual_p000|官|畏,官,畏,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,4.453717967442904,39,12,,,4.833333333333333,,"6.0, 4.454, "
full|w10|count|long_period_manual_p000|專制|政體,專制,政體,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,1.5875410448229328,51,41,,,2.0,,"5.0, 1.588, "
full|w10|count|long_period_manual_p000|專制|立憲,專制,立憲,Undirected,12.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,12,2.0915835501605216,14,34,,,4.416666666666667,,"12.0, 2.092, "
full|w10|count|long_period_manual_p000|帝國|憲法,帝國,憲法,Undirected,12.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,12,1.2837929660005913,15,47,,,1.1666666666666667,,"12.0, 1.284, "
full|w10|count|long_period_manual_p000|帝國|日皇,帝國,日皇,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,1.6124157134619619,40,40,,,6.5,,"6.0, 1.612, "
full|w10|count|long_period_manual_p000|帝國|朕,帝國,朕,Undirected,13.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,13,2.4817323436125003,11,30,,,2.230769230769231,,"13.0, 2.482, "
full|w10|count|long_period_manual_p000|帝國|第七條,帝國,第七條,Undirected,9.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,9,2.4943599519402495,20,29,,,2.111111111111111,,"9.0, 2.494, "
full|w10|count|long_period_manual_p000|德|英,德,英,Undirected,11.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,11,5.169925001442312,16,6,,,1.1818181818181819,,"11.0, 5.170, "
full|w10|count|long_period_manual_p000|憲法|日本,憲法,日本,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,1.374395514781498,52,46,,,7.2,,"5.0, 1.374, "
full|w10|count|long_period_manual_p000|憲法|日皇,憲法,日皇,Undirected,15.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,15,1.7030182622428685,7,39,,,6.666666666666667,,"15.0, 1.703, "
full|w10|count|long_period_manual_p000|憲法|朕,憲法,朕,Undirected,13.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,13,1.2504067975060444,12,49,,,3.3846153846153846,,"13.0, 1.250, "
full|w10|count|long_period_manual_p000|憲法|發布,憲法,發布,Undirected,14.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,14,2.4447848426728958,9,31,,,1.0714285714285714,,"14.0, 2.445, "
full|w10|count|long_period_manual_p000|憲法|第七條,憲法,第七條,Undirected,9.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,9,1.263034405833794,21,48,,,1.0,,"9.0, 1.263, "
full|w10|count|long_period_manual_p000|憲法|英,憲法,英,Undirected,7.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,7,1.222392421336448,27,50,,,6.714285714285714,,"7.0, 1.222, "
full|w10|count|long_period_manual_p000|政體|日本,政體,日本,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,2.843880798082718,53,24,,,5.2,,"5.0, 2.844, "
full|w10|count|long_period_manual_p000|政體|立憲,政體,立憲,Undirected,18.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,18,2.8174085867215273,4,25,,,2.1666666666666665,,"18.0, 2.817, "
full|w10|count|long_period_manual_p000|日本|日皇,日本,日皇,Undirected,8.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,8,3.3810901673555063,23,16,,,5.625,,"8.0, 3.381, "
full|w10|count|long_period_manual_p000|日皇|朕,日皇,朕,Undirected,9.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,9,2.0485148282686354,22,37,,,4.888888888888889,,"9.0, 2.049, "
full|w10|count|long_period_manual_p000|日皇|發布,日皇,發布,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,2.2879807629640245,54,32,,,4.4,,"5.0, 2.288, "
full|w10|count|long_period_manual_p000|朕|第七條,朕,第七條,Undirected,10.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,10,2.497499659470817,18,28,,,4.3,,"10.0, 2.497, "
full|w10|count|long_period_manual_p000|民|畏,民,畏,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,2.602240492152992,41,27,,,5.166666666666667,,"6.0, 2.602, "
full|w10|count|long_period_manual_p000|民|立憲,民,立憲,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,0.0,55,57,,,6.6,,"5.0, 0.000, "
full|w10|count|long_period_manual_p000|民|芬,民,芬,Undirected,6.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,6,3.602240492152992,42,15,,,5.0,,"6.0, 3.602, "
full|w10|count|long_period_manual_p000|王妃|親王,王妃,親王,Undirected,10.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,10,6.070389327891398,19,5,,,4.0,,"10.0, 6.070, "
full|w10|count|long_period_manual_p000|發布|穿,發布,穿,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,3.807354922057604,56,13,,,5.0,,"5.0, 3.807, "
full|w10|count|long_period_manual_p000|穿|親王,穿,親王,Undirected,5.0,1872-08-20,1905-07-11,long_period_manual,long_period_manual_p000,0,full,10,count,5,5always,filtered_pre_zhixian_context,5,4.485426827170242,57,11,,,5.0,,"5.0, 4.485, "
full|w10|count|long_period_manual_p001|一時|千,一時,千,Undirected,10.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,10,12.774049191542362,6533,153,,,2.0,,"10.0, 12.774, "
full|w10|count|long_period_manual_p001|一時|午後,一時,午後,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,11.84443851943376,9858,239,,,1.0,,"7.0, 11.844, "
full|w10|count|long_period_manual_p001|一時|憲政,一時,憲政,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,2.3346944373998206,8325,6678,,,6.75,,"8.0, 2.335, "
full|w10|count|long_period_manual_p001|一時|立憲,一時,立憲,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,1.6634027639645415,8326,8027,,,7.5,,"8.0, 1.663, "
full|w10|count|long_period_manual_p001|一時|開,一時,開,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,4.236799970442962,9859,3618,,,4.571428571428571,,"7.0, 4.237, "
full|w10|count|long_period_manual_p001|一致|國,一致,國,Undirected,10.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,10,5.343132078597374,6534,2555,,,2.5,,"10.0, 5.343, "
full|w10|count|long_period_manual_p001|一般|人民,一般,人民,Undirected,21.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,21,4.133471890823726,3122,3740,,,1.6666666666666667,,"21.0, 4.133, "
full|w10|count|long_period_manual_p001|一般|國會,一般,國會,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,2.0186846865506474,9860,7338,,,6.0,,"7.0, 2.019, "
full|w10|count|long_period_manual_p001|一般|國民,一般,國民,Undirected,22.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,22,4.597321958878992,2920,3238,,,2.090909090909091,,"22.0, 4.597, "
full|w10|count|long_period_manual_p001|一般|憲政,一般,憲政,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,0.5451142170701927,9861,10263,,,5.714285714285714,,"7.0, 0.545, "
full|w10|count|long_period_manual_p001|一般|政府,一般,政府,Undirected,10.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,10,3.1206268578086567,6535,5220,,,6.8,,"10.0, 3.121, "
full|w10|count|long_period_manual_p001|一般|立憲,一般,立憲,Undirected,38.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,38,2.3143951350208947,1280,6716,,,5.342105263157895,,"38.0, 2.314, "
full|w10|count|long_period_manual_p001|一般|輿論,一般,輿論,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,5.791491278950378,8327,2247,,,3.75,,"8.0, 5.791, "
full|w10|count|long_period_manual_p001|一般|預備,一般,預備,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,2.194001680353059,8328,6981,,,6.25,,"8.0, 2.194, "
full|w10|count|long_period_manual_p001|一體|國,一體,國,Undirected,9.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,9,1.52437239326752,7272,8331,,,5.222222222222222,,"9.0, 1.524, "
full|w10|count|long_period_manual_p001|一體|實行,一體,實行,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,2.7878713603807714,9862,5823,,,7.285714285714286,,"7.0, 2.788, "
full|w10|count|long_period_manual_p001|一體|憲政,一體,憲政,Undirected,19.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,19,1.9158653589586025,3555,7547,,,5.0,,"19.0, 1.916, "
full|w10|count|long_period_manual_p001|一體|省,一體,省,Undirected,16.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,16,2.131225768667576,4348,7115,,,2.875,,"16.0, 2.131, "
full|w10|count|long_period_manual_p001|一體|籌備,一體,籌備,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,1.7955983374069904,9863,7772,,,4.571428571428571,,"7.0, 1.796, "
full|w10|count|long_period_manual_p001|一體|衙門,一體,衙門,Undirected,9.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,9,4.5151124446551565,7273,3311,,,2.4444444444444446,,"9.0, 4.515, "
full|w10|count|long_period_manual_p001|一體|辦理,一體,辦理,Undirected,15.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,15,4.205755238543247,4651,3655,,,2.3333333333333335,,"15.0, 4.206, "
full|w10|count|long_period_manual_p001|一體|通行,一體,通行,Undirected,12.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,12,8.191523852702588,5572,1014,,,4.5,,"12.0, 8.192, "
full|w10|count|long_period_manual_p001|一體|遵照,一體,遵照,Undirected,33.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,33,7.770864935075082,1573,1205,,,1.393939393939394,,"33.0, 7.771, "
full|w10|count|long_period_manual_p001|七|九,七,九,Undirected,16.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,16,6.1999419002009635,4349,2012,,,6.6875,,"16.0, 6.200, "
full|w10|count|long_period_manual_p001|七|人,七,人,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,2.6255927856472687,9864,6123,,,4.285714285714286,,"7.0, 2.626, "
full|w10|count|long_period_manual_p001|七|兩,七,兩,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,2.881497340234586,9865,5645,,,6.857142857142857,,"7.0, 2.881, "
full|w10|count|long_period_manual_p001|七|八,七,八,Undirected,17.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,17,9.468836843107981,4065,618,,,4.176470588235294,,"17.0, 9.469, "
full|w10|count|long_period_manual_p001|七|品,七,品,Undirected,10.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,10,11.249790449651526,6536,313,,,2.8,,"10.0, 11.250, "
full|w10|count|long_period_manual_p001|七|憲法,七,憲法,Undirected,16.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,16,2.636388689179636,4350,6108,,,5.625,,"16.0, 2.636, "
full|w10|count|long_period_manual_p001|七|立憲,七,立憲,Undirected,21.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,21,1.6094639568537379,3123,8150,,,5.714285714285714,,"21.0, 1.609, "
full|w10|count|long_period_manual_p001|七|選舉章程,七,選舉章程,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,7.833397670760671,9866,1168,,,4.428571428571429,,"7.0, 7.833, "
full|w10|count|long_period_manual_p001|七|錢,七,錢,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,9.293146818845907,8329,650,,,3.625,,"8.0, 9.293, "
full|w10|count|long_period_manual_p001|三十|人,三十,人,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,6.5864221883665905,8330,1790,,,3.875,,"8.0, 6.586, "
full|w10|count|long_period_manual_p001|三十二|合計,三十二,合計,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,12.216053738421476,9867,205,,,1.0,,"7.0, 12.216, "
full|w10|count|long_period_manual_p001|三十二|體操,三十二,體操,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,14.037083597376157,9868,71,,,3.0,,"7.0, 14.037, "
full|w10|count|long_period_manual_p001|三十五|人,三十五,人,Undirected,10.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,10,5.516032860475193,6537,2425,,,1.0,,"10.0, 5.516, "
full|w10|count|long_period_manual_p001|三十五|議員,三十五,議員,Undirected,11.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,11,5.921306900489214,5960,2187,,,3.090909090909091,,"11.0, 5.921, "
full|w10|count|long_period_manual_p001|三司|學,三司,學,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,10.261982874323179,9869,475,,,2.0,,"7.0, 10.262, "
full|w10|count|long_period_manual_p001|三司|臬,三司,臬,Undirected,9.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,9,12.6361409279831,7274,169,,,2.0,,"9.0, 12.636, "
full|w10|count|long_period_manual_p001|三司|藩,三司,藩,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,12.527327440844173,9870,183,,,2.857142857142857,,"7.0, 12.527, "
full|w10|count|long_period_manual_p001|三權分立|司法,三權分立,司法,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,6.878654234771673,9871,1621,,,4.142857142857143,,"7.0, 6.879, "
full|w10|count|long_period_manual_p001|三權分立|政體,三權分立,政體,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,6.34519471117963,8331,1934,,,4.125,,"8.0, 6.345, "
full|w10|count|long_period_manual_p001|三權分立|立憲,三權分立,立憲,Undirected,10.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,10,2.6634027639645415,6538,6039,,,4.5,,"10.0, 2.663, "
full|w10|count|long_period_manual_p001|三萬|元,三萬,元,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,12.551656770205915,8332,178,,,5.5,,"8.0, 12.552, "
full|w10|count|long_period_manual_p001|上下議院|公論,上下議院,公論,Undirected,10.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,10,9.862357609670022,6539,542,,,3.7,,"10.0, 9.862, "
full|w10|count|long_period_manual_p001|上下議院|取決,上下議院,取決,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,10.60412419010005,9872,418,,,5.0,,"7.0, 10.604, "
full|w10|count|long_period_manual_p001|上下議院|基礎,上下議院,基礎,Undirected,18.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,18,6.082693389395966,3793,2078,,,2.9444444444444446,,"18.0, 6.083, "
