period_set_id,period_id,center_token,neighbor_token,direction,joint_count,raw_joint_event_count,center_marginal_count,neighbor_marginal_count,event_total,raw_event_total,center_raw_count,neighbor_raw_count,pmi,ppmi,distinct_context_count,distinct_article_count,avg_distance,pos_pair_json,rank_by_count,rank_by_pmi
long_period_manual,long_period_manual_p004,實施,憲政,U,190,190,650,1812,12771,12771,650,1812,2.0427763358717597,2.0427763358717597,,,2.068421052631579,,1,598
long_period_manual,long_period_manual_p004,憲法,新,U,184,184,3809,662,12771,12771,3809,662,0.898261852189319,0.898261852189319,,,2.7282608695652173,,2,805
long_period_manual,long_period_manual_p004,憲法,政府,U,144,144,3809,1368,12771,12771,3809,1368,-0.5025402105040618,0,,,5.416666666666667,,3,944
long_period_manual,long_period_manual_p004,憲法,規定,U,137,137,3809,337,12771,12771,3809,337,1.4468146047181922,1.4468146047181922,,,2.9708029197080292,,4,712
long_period_manual,long_period_manual_p004,憲法,總統,U,112,112,3809,556,12771,12771,3809,556,0.4338011522736204,0.4338011522736204,,,5.339285714285714,,5,862
long_period_manual,long_period_manual_p004,國,憲法,U,82,82,560,3809,12771,12771,560,3809,-0.026343709387359096,0,,,5.841463414634147,,6,913
long_period_manual,long_period_manual_p004,問題,憲政,U,80,80,615,1812,12771,12771,615,1812,0.8747021301173888,0.8747021301173888,,,3.7,,7,811
long_period_manual,long_period_manual_p004,政府,英,U,63,63,1368,279,12771,12771,1368,279,2.075889972287695,2.075889972287695,,,2.7301587301587302,,8,591
long_period_manual,long_period_manual_p004,國家,憲法,U,60,60,369,3809,12771,12771,369,3809,0.12480089248764624,0.12480089248764624,,,5.283333333333333,,9,896
long_period_manual,long_period_manual_p004,人民,憲法,U,57,57,363,3809,12771,12771,363,3809,0.07445157910851483,0.07445157910851483,,,5.912280701754386,,10,903
long_period_manual,long_period_manual_p004,憲法,決定,U,56,56,3809,207,12771,12771,3809,207,0.8592552674978026,0.8592552674978026,,,5.142857142857143,,11,815
long_period_manual,long_period_manual_p004,國民黨,憲政,U,55,55,192,1812,12771,12771,192,1812,2.013613848260132,2.013613848260132,,,4.909090909090909,,12,605
long_period_manual,long_period_manual_p004,問題,憲法,U,54,54,615,3809,12771,12771,615,3809,-0.76416779512361,0,,,4.333333333333333,,13,953
long_period_manual,long_period_manual_p004,憲法,通過,U,53,53,3809,276,12771,12771,3809,276,0.3647833007245539,0.3647833007245539,,,4.433962264150943,,14,867
long_period_manual,long_period_manual_p004,總統,規定,U,53,53,556,337,12771,12771,556,337,2.8529584761606968,2.8529584761606968,,,5.471698113207547,,15,422
long_period_manual,long_period_manual_p004,制定,憲法,U,52,52,139,3809,12771,12771,139,3809,1.3268859483571085,1.3268859483571085,,,2.019230769230769,,16,726
long_period_manual,long_period_manual_p004,國會,憲法,U,52,52,273,3809,12771,12771,273,3809,0.3530698801607634,0.3530698801607634,,,5.134615384615385,,17,869
long_period_manual,long_period_manual_p004,國民大會,憲法,U,51,51,424,3809,12771,12771,424,3809,-0.3101078096521799,0,,,4.745098039215687,,18,926
long_period_manual,long_period_manual_p004,憲法,美國,U,51,51,3809,92,12771,12771,3809,92,1.8942506888540065,1.8942506888540065,,,4.607843137254902,,19,632
long_period_manual,long_period_manual_p004,地方,自治,U,50,50,82,114,12771,12771,82,114,7.093998046494763,7.093998046494763,,,2.68,,20,86
long_period_manual,long_period_manual_p004,憲政,政府,U,50,50,1812,1368,12771,12771,1812,1368,-0.9567796896545447,0,,,6.22,,21,958
long_period_manual,long_period_manual_p004,憲政,訓政,U,48,48,1812,131,12771,12771,1812,131,2.3687561346403347,2.3687561346403347,,,4.8125,,22,529
long_period_manual,long_period_manual_p004,國民大會,憲政,U,47,47,424,1812,12771,12771,424,1812,0.6438850325710669,0.6438850325710669,,,4.531914893617022,,23,841
long_period_manual,long_period_manual_p004,議會,高,U,46,46,303,149,12771,12771,303,149,4.701803327624765,4.701803327624765,,,3.1956521739130435,,24,219
