period_set_id,period_id,center_token,neighbor_token,direction,joint_count,raw_joint_event_count,center_marginal_count,neighbor_marginal_count,event_total,raw_event_total,center_raw_count,neighbor_raw_count,pmi,ppmi,distinct_context_count,distinct_article_count,avg_distance,pos_pair_json,rank_by_count,rank_by_pmi
long_period_manual,long_period_manual_p003,憲法,規定,U,967,967,52559,7098,231763,231763,52559,7098,0.26481575289814935,0.26481575289814935,,,3.998965873836608,,1,9987
long_period_manual,long_period_manual_p003,憲法,新,U,748,748,52559,5519,231763,231763,52559,5519,0.2573438221781937,0.2573438221781937,,,2.93048128342246,,2,9997
long_period_manual,long_period_manual_p003,憲法,政府,U,716,716,52559,11726,231763,231763,52559,11726,-0.8929670316499638,0,,,5.664804469273743,,3,11135
long_period_manual,long_period_manual_p003,國會,憲法,U,710,710,6981,52559,231763,231763,6981,52559,-0.15690224925220744,0,,,5.376056338028169,,4,10556
long_period_manual,long_period_manual_p003,問題,憲法,U,590,590,5923,52559,231763,231763,5923,52559,-0.18690069406354212,0,,,4.603389830508474,,5,10580
long_period_manual,long_period_manual_p003,時期,訓政,U,555,555,4458,4114,231763,231763,4458,4114,3.810127720347822,3.810127720347822,,,3.293693693693694,,6,3540
long_period_manual,long_period_manual_p003,憲政,時期,U,516,516,9910,4458,231763,231763,9910,4458,2.436667750984691,2.436667750984691,,,3.366279069767442,,7,5712
long_period_manual,long_period_manual_p003,國,憲法,U,510,510,6041,52559,231763,231763,6041,52559,-0.4255777018954483,0,,,5.035294117647059,,8,10820
long_period_manual,long_period_manual_p003,憲政,訓政,U,497,497,9910,4114,231763,231763,9910,4114,2.4983973598585414,2.4983973598585414,,,4.340040241448692,,9,5603
long_period_manual,long_period_manual_p003,憲法,省,U,477,477,52559,5778,231763,231763,52559,5778,-0.45786850007685104,0,,,4.9937106918239,,10,10847
long_period_manual,long_period_manual_p003,人民,憲法,U,449,449,5293,52559,231763,231763,5293,52559,-0.41865777141147564,0,,,5.650334075723831,,11,10813
long_period_manual,long_period_manual_p003,憲法,總統,U,443,443,52559,3320,231763,231763,52559,3320,0.234835894802984,0.234835894802984,,,5.354401805869075,,12,10027
long_period_manual,long_period_manual_p003,人,憲法,U,420,420,8216,52559,231763,231763,8216,52559,-1.1493344161698196,0,,,6.328571428571428,,13,11238
long_period_manual,long_period_manual_p003,制定,憲法,U,398,398,1986,52559,231763,231763,1986,52559,0.8216152454975277,0.8216152454975277,,,3.35929648241206,,14,9038
long_period_manual,long_period_manual_p003,修改,憲法,U,393,393,1670,52559,231763,231763,1670,52559,1.0533936473794447,1.0533936473794447,,,3.063613231552163,,15,8571
long_period_manual,long_period_manual_p003,憲法,法律,U,353,353,52559,2728,231763,231763,52559,2728,0.1905369767292608,0.1905369767292608,,,5.719546742209632,,16,10105
long_period_manual,long_period_manual_p003,憲法,議員,U,340,340,52559,4662,231763,231763,52559,4662,-0.6367018205089117,0,,,5.820588235294117,,17,10973
long_period_manual,long_period_manual_p003,國家,憲法,U,330,330,4094,52559,231763,231763,4094,52559,-0.492332640295342,0,,,5.421212121212121,,18,10875
long_period_manual,long_period_manual_p003,憲法,選舉,U,326,326,52559,4628,231763,231763,52559,4628,-0.6868044623941596,0,,,5.705521472392638,,19,11015
long_period_manual,long_period_manual_p003,憲法,通過,U,305,305,52559,3183,231763,231763,52559,3183,-0.2428654767034196,0,,,5.19016393442623,,20,10638
long_period_manual,long_period_manual_p003,國民大會,憲法,U,304,304,2523,52559,231763,231763,2523,52559,0.08764355494953806,0.08764355494953806,,,5.157894736842105,,21,10239
long_period_manual,long_period_manual_p003,修正,憲法,U,303,303,2013,52559,231763,231763,2013,52559,0.4086830590338641,0.4086830590338641,,,3.9834983498349836,,22,9770
long_period_manual,long_period_manual_p003,公布,憲法,U,296,296,1496,52559,231763,231763,1496,52559,0.8031994382235659,0.8031994382235659,,,3.4932432432432434,,23,9066
long_period_manual,long_period_manual_p003,憲法,組織,U,291,291,52559,4186,231763,231763,52559,4186,-0.7058407208651724,0,,,5.982817869415808,,24,11037
long_period_manual,long_period_manual_p003,不能,憲法,U,269,269,2726,52559,231763,231763,2726,52559,-0.20046695176633247,0,,,5.806691449814126,,25,10593
long_period_manual,long_period_manual_p003,主張,憲法,U,267,267,3298,52559,231763,231763,3298,52559,-0.48603921926766036,0,,,5.520599250936329,,26,10870
long_period_manual,long_period_manual_p003,憲法,討論,U,260,260,52559,3357,231763,231763,52559,3357,-0.5499484761868428,0,,,5.153846153846154,,27,10912
long_period_manual,long_period_manual_p003,憲法,政治,U,251,251,52559,4455,231763,231763,52559,4455,-1.0090256299762597,0,,,5.693227091633466,,28,11186
