token_profile,network_window,period_set_id,period_id,unit_type,pair_class,topn,weight_col,min_token_strength,min_neighbor_count,focus_a_norm,focus_a_label,focus_b_norm,focus_b_label,direct_strength,p_b_given_a,p_a_given_b,weighted_jaccard,jaccard,cosine,shared_neighbor_count,shared_neighbors,a_strength,b_strength,a_neighbor_count,b_neighbor_count,a_used_neighbor_count,b_used_neighbor_count,support_status,support_notes
full,10,global_all,global_all_p000,core,intra,20,joint_count,30,10,lixian,立憲,xianzheng,憲政,0.00578984889381,0.00680061823802,0.00492930922453,0.205648434443,0.290322580645,0.404612522894,9,實行; 政府; 國; 籌備; 人民; 國家; 政治; 中國; 人,32350,44631,417,616,20,20,ok,
full,10,global_all,global_all_p000,core,cross,20,joint_count,30,10,lixian,立憲,xianfa,憲法,0.0037057056833,0.00880989180835,0.00155873135675,0.141009859578,0.212121212121,0.324384324945,7,國會; 國; 政府; 人; 人民; 國家; 不能,32350,182841,417,1674,20,20,ok,
full,10,global_all,global_all_p000,core,cross,20,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.0845084020341,0.111111111111,0.193206687119,4,國民; 國會; 人; 政府,32350,20902,417,305,20,20,ok,
full,10,global_all,global_all_p000,core,cross,20,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0.00525821702291,0.0106428267348,0.00259788559459,0.1515841175,0.176470588235,0.252358808294,6,國; 政府; 省; 人民; 國家; 人,44631,182841,616,1674,20,20,ok,
full,10,global_all,global_all_p000,core,cross,20,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0.00160429359441,0.00109789160001,0.00234427327528,0.0875940626304,0.142857142857,0.143426337207,5,省; 政府; 進行; 兩; 人,44631,20902,616,305,20,20,ok,
full,10,global_all,global_all_p000,core,intra,20,joint_count,30,10,xianfa,憲法,zhixian,制憲,0.00820119699117,0.00277290104517,0.0242560520524,0.207989924113,0.290322580645,0.559871236857,9,國會; 問題; 政府; 省; 人; 新; 議員; 選舉; 主張,182841,20902,1674,305,20,20,ok,
full,10,global_all,global_all_p000,core,intra,50,joint_count,30,10,lixian,立憲,xianzheng,憲政,0.00578984889381,0.00680061823802,0.00492930922453,0.269331946039,0.351351351351,0.475618546858,26,實行; 政府; 國; 籌備; 人民; 國家; 政治; 中國; 省; 人; 兩; 基礎; 國會; 民主; 不能; 國民; 地方自治; 內閣; 組織; 開,32350,44631,417,616,50,50,ok,
full,10,global_all,global_all_p000,core,cross,50,joint_count,30,10,lixian,立憲,xianfa,憲法,0.0037057056833,0.00880989180835,0.00155873135675,0.161777749215,0.219512195122,0.387154671258,18,國會; 國; 政府; 人; 人民; 國家; 省; 不能; 組織; 兩; 新; 國民; 中國; 機關; 實行; 政治; 制度; 開,32350,182841,417,1674,50,50,ok,
full,10,global_all,global_all_p000,core,cross,50,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.134004328222,0.176470588235,0.277528578612,15,國民; 國會; 人; 政府; 不能; 國; 省; 開; 人民; 兩; 自治; 組織; 北京; 機關; 新,32350,20902,417,305,50,50,ok,
full,10,global_all,global_all_p000,core,cross,50,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0.00525821702291,0.0106428267348,0.00259788559459,0.229893377381,0.282051282051,0.428967812325,22,國; 政府; 省; 人民; 國家; 人; 問題; 國會; 不能; 組織; 成立; 國民大會; 兩; 新; 國民; 中國; 機關; 主張; 實行; 政治,44631,182841,616,1674,50,50,ok,
full,10,global_all,global_all_p000,core,cross,50,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0.00160429359441,0.00109789160001,0.00234427327528,0.183106022688,0.26582278481,0.342291805385,21,省; 政府; 進行; 國; 兩; 人; 人民; 完成; 問題; 國會; 組織; 成立; 不能; 國民; 國民大會; 北京; 開; 新; 自治; 機關,44631,20902,616,305,50,50,ok,
full,10,global_all,global_all_p000,core,intra,50,joint_count,30,10,xianfa,憲法,zhixian,制憲,0.00820119699117,0.00277290104517,0.0242560520524,0.312743110319,0.449275362319,0.691626019215,31,國會; 問題; 政府; 省; 人; 新; 國; 議員; 人民; 選舉; 制定; 主張; 總統; 不能; 組織; 規定; 公布; 成立; 國民大會; 討論,182841,20902,1674,305,50,50,ok,
full,10,global_all,global_all_p000,core,intra,100,joint_count,30,10,lixian,立憲,xianzheng,憲政,0.00578984889381,0.00680061823802,0.00492930922453,0.318975019515,0.408450704225,0.549984997858,58,實行; 政府; 國; 籌備; 人民; 國家; 政治; 中國; 省; 人; 兩; 基礎; 國會; 民主; 不能; 國民; 地方自治; 內閣; 組織; 開,32350,44631,417,616,100,100,ok,
full,10,global_all,global_all_p000,core,cross,100,joint_count,30,10,lixian,立憲,xianfa,憲法,0.0037057056833,0.00880989180835,0.00155873135675,0.220080345586,0.307189542484,0.447048679513,47,國會; 國; 政府; 人; 人民; 國家; 省; 不能; 組織; 兩; 新; 問題; 成立; 主張; 法律; 國民; 中國; 機關; 實行; 政治,32350,182841,417,1674,100,100,ok,
full,10,global_all,global_all_p000,core,cross,100,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.16120171584,0.204819277108,0.348045927214,34,國民; 國會; 人; 政府; 不能; 國; 省; 開; 人民; 兩; 自治; 組織; 北京; 機關; 新; 問題; 國家; 實行; 成立; 主張,32350,20902,417,305,100,100,ok,
full,10,global_all,global_all_p000,core,cross,100,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0.00525821702291,0.0106428267348,0.00259788559459,0.289589103599,0.379310344828,0.508806261371,55,國; 政府; 省; 人民; 國家; 人; 問題; 國會; 不能; 組織; 成立; 國民大會; 兩; 新; 國民; 中國; 機關; 主張; 代表; 實行,44631,182841,616,1674,100,100,ok,
full,10,global_all,global_all_p000,core,cross,100,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0.00160429359441,0.00109789160001,0.00234427327528,0.216648946205,0.290322580645,0.403831983458,45,省; 政府; 進行; 國; 兩; 人; 人民; 完成; 問題; 國會; 組織; 成立; 不能; 國民; 國民大會; 北京; 開; 新; 自治; 國家,44631,20902,616,305,100,100,ok,
full,10,global_all,global_all_p000,core,intra,100,joint_count,30,10,xianfa,憲法,zhixian,制憲,0.00820119699117,0.00277290104517,0.0242560520524,0.345477508895,0.481481481481,0.724119009442,65,國會; 問題; 政府; 省; 人; 新; 國; 議員; 人民; 選舉; 制定; 主張; 總統; 不能; 組織; 規定; 公布; 成立; 國民大會; 討論,182841,20902,1674,305,100,100,ok,
full,10,global_all,global_all_p000,core,intra,0,joint_count,30,10,lixian,立憲,xianzheng,憲政,0.00578984889381,0.00680061823802,0.00492930922453,0.341584970089,0.381720430108,0.582904461356,284,實行; 政府; 國; 籌備; 人民; 國家; 政治; 中國; 省; 人; 兩; 基礎; 國會; 民主; 不能; 國民; 地方自治; 內閣; 組織; 開,32350,44631,417,616,415,613,ok,
full,10,global_all,global_all_p000,core,cross,0,joint_count,30,10,lixian,立憲,xianfa,憲法,0.0037057056833,0.00880989180835,0.00155873135675,0.230348701265,0.18253968254,0.497422435134,322,國會; 國; 政府; 人; 人民; 國家; 省; 不能; 組織; 兩; 新; 問題; 成立; 主張; 法律; 國民; 中國; 機關; 實行; 政治,32350,182841,417,1674,415,1671,ok,
full,10,global_all,global_all_p000,core,cross,0,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.191844425852,0.248695652174,0.384523544604,143,國民; 國會; 人; 政府; 不能; 國; 省; 開; 人民; 兩; 自治; 組織; 北京; 機關; 新; 問題; 國家; 實行; 成立; 主張,32350,20902,417,305,415,303,ok,
full,10,global_all,global_all_p000,core,cross,0,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0.00525821702291,0.0106428267348,0.00259788559459,0.309737817826,0.259790402648,0.593277352285,471,國; 政府; 省; 人民; 國家; 人; 問題; 國會; 不能; 組織; 成立; 國民大會; 兩; 新; 國民; 中國; 機關; 主張; 代表; 實行,44631,182841,616,1674,613,1671,ok,
full,10,global_all,global_all_p000,core,cross,0,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0.00160429359441,0.00109789160001,0.00234427327528,0.254032213385,0.270457697642,0.481632913289,195,省; 政府; 進行; 國; 兩; 人; 人民; 完成; 問題; 國會; 組織; 成立; 不能; 國民; 國民大會; 北京; 開; 新; 自治; 國家,44631,20902,616,305,613,303,ok,
full,10,global_all,global_all_p000,core,intra,0,joint_count,30,10,xianfa,憲法,zhixian,制憲,0.00820119699117,0.00277290104517,0.0242560520524,0.318474450707,0.16391509434,0.749730017787,278,國會; 問題; 政府; 省; 人; 新; 國; 議員; 人民; 選舉; 制定; 主張; 總統; 不能; 組織; 規定; 公布; 成立; 國民大會; 討論,182841,20902,1674,305,1671,303,ok,
full,1,global_all,global_all_p000,core,intra,20,joint_count,30,10,lixian,立憲,xianzheng,憲政,0,0,0,0.118320567456,0.176470588235,0.216497168991,6,實行; 籌備; 民主; 前途; 預備; 基礎,4869,5538,47,81,20,20,ok,
full,1,global_all,global_all_p000,core,cross,20,joint_count,30,10,lixian,立憲,xianfa,憲法,0,0,0,0.0281198635991,0.0526315789474,0.0416727416232,2,國; 實行,4869,14650,47,205,20,20,ok,
full,1,global_all,global_all_p000,core,cross,20,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.0248838729591,0.025641025641,0.0339650419526,1,國民,4869,2467,47,47,20,20,ok,
full,1,global_all,global_all_p000,core,cross,20,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0,0,0,0.0517121850945,0.142857142857,0.10655752996,5,問題; 完成; 實施; 實行; 施行,5538,14650,81,205,20,20,ok,
full,1,global_all,global_all_p000,core,cross,20,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0,0,0,0.0365584980487,0.0810810810811,0.0338301399142,3,完成; 進行; 問題,5538,2467,81,47,20,20,ok,
full,1,global_all,global_all_p000,core,intra,20,joint_count,30,10,xianfa,憲法,zhixian,制憲,0,0,0,0.0580959078689,0.0810810810811,0.087918574767,3,問題; 省; 完成,14650,2467,205,47,20,20,ok,
full,1,global_all,global_all_p000,core,intra,50,joint_count,30,10,lixian,立憲,xianzheng,憲政,0,0,0,0.134011767263,0.182926829268,0.230018287121,15,實行; 籌備; 民主; 前途; 預備; 國; 基礎; 事宜; 中國; 問題; 反對; 日本; 共和; 時代; 成立,4869,5538,47,81,47,50,ok,
full,1,global_all,global_all_p000,core,cross,50,joint_count,30,10,lixian,立憲,xianfa,憲法,0,0,0,0.0522779739083,0.127906976744,0.0614133899335,11,國; 實行; 問題; 民主; 共和; 宣布; 頒布; 國家; 我國; 組織; 成立,4869,14650,47,205,47,50,ok,
full,1,global_all,global_all_p000,core,cross,50,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.035473284081,0.0561797752809,0.0452263777705,5,國民; 前途; 問題; 籌備; 主張,4869,2467,47,47,47,47,ok,
full,1,global_all,global_all_p000,core,cross,50,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0,0,0,0.0674874577388,0.123595505618,0.129681513368,11,問題; 完成; 實施; 國; 實行; 施行; 成立; 促成; 民主; 擁護; 共和,5538,14650,81,205,50,50,ok,
full,1,global_all,global_all_p000,core,cross,50,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0,0,0,0.0479731982166,0.0898876404494,0.0601585295906,8,完成; 進行; 問題; 前途; 促成; 籌備; 運動; 印度,5538,2467,81,47,50,47,ok,
full,1,global_all,global_all_p000,core,intra,50,joint_count,30,10,xianfa,憲法,zhixian,制憲,0,0,0,0.0597609908888,0.0777777777778,0.121505508486,7,問題; 省; 完成; 促成; 國會; 選舉; 議會,14650,2467,205,47,50,47,ok,
full,1,global_all,global_all_p000,core,intra,100,joint_count,30,10,lixian,立憲,xianzheng,憲政,0,0,0,0.139419789467,0.196261682243,0.232724735345,21,實行; 籌備; 民主; 前途; 預備; 國; 基礎; 事宜; 中國; 問題; 反對; 日本; 共和; 時代; 我國; 精神; 制度; 論; 成立; 舉行,4869,5538,47,81,47,81,ok,
full,1,global_all,global_all_p000,core,cross,100,joint_count,30,10,lixian,立憲,xianfa,憲法,0,0,0,0.0576119914047,0.12213740458,0.0632493732481,16,國; 實行; 問題; 民主; 共和; 宣布; 頒布; 國家; 我國; 組織; 反對; 精神; 成立; 慶祝; 主張; 不能,4869,14650,47,205,47,100,ok,
full,1,global_all,global_all_p000,core,cross,100,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.035473284081,0.0561797752809,0.0452263777705,5,國民; 前途; 問題; 籌備; 主張,4869,2467,47,47,47,47,ok,
full,1,global_all,global_all_p000,core,cross,100,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0,0,0,0.0873275189924,0.160256410256,0.138368128877,25,問題; 完成; 實施; 國; 實行; 施行; 成立; 促成; 民主; 擁護; 共和; 精神; 破壞; 反對; 我國; 關係; 恢復; 研究; 討論; 有關,5538,14650,81,205,81,100,ok,
full,1,global_all,global_all_p000,core,cross,100,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0,0,0,0.0492402130852,0.0847457627119,0.0622980880096,10,完成; 進行; 問題; 前途; 促成; 籌備; 運動; 印度; 破壞; 省,5538,2467,81,47,81,47,ok,
full,1,global_all,global_all_p000,core,intra,100,joint_count,30,10,xianfa,憲法,zhixian,制憲,0,0,0,0.061643646451,0.0808823529412,0.123618970761,11,問題; 省; 完成; 促成; 國會; 選舉; 議會; 破壞; 主張; 湘省; 南京,14650,2467,205,47,100,47,ok,
full,1,global_all,global_all_p000,core,intra,0,joint_count,30,10,lixian,立憲,xianzheng,憲政,0,0,0,0.139419789467,0.196261682243,0.232724735345,21,實行; 籌備; 民主; 前途; 預備; 國; 基礎; 事宜; 中國; 問題; 反對; 日本; 共和; 時代; 我國; 精神; 制度; 論; 成立; 舉行,4869,5538,47,81,47,81,ok,
full,1,global_all,global_all_p000,core,cross,0,joint_count,30,10,lixian,立憲,xianfa,憲法,0,0,0,0.059414000587,0.11013215859,0.0694128388775,25,國; 實行; 問題; 民主; 共和; 宣布; 頒布; 國家; 我國; 組織; 反對; 精神; 成立; 慶祝; 主張; 不能; 政治; 君主; 論; 世界,4869,14650,47,205,47,205,ok,
full,1,global_all,global_all_p000,core,cross,0,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.035473284081,0.0561797752809,0.0452263777705,5,國民; 前途; 問題; 籌備; 主張,4869,2467,47,47,47,47,ok,
full,1,global_all,global_all_p000,core,cross,0,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0,0,0,0.0872380863756,0.139442231076,0.144298689351,35,問題; 完成; 實施; 國; 實行; 施行; 成立; 促成; 民主; 擁護; 共和; 精神; 破壞; 反對; 我國; 關係; 恢復; 研究; 討論; 有關,5538,14650,81,205,81,205,ok,
full,1,global_all,global_all_p000,core,cross,0,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0,0,0,0.0492402130852,0.0847457627119,0.0622980880096,10,完成; 進行; 問題; 前途; 促成; 籌備; 運動; 印度; 破壞; 省,5538,2467,81,47,81,47,ok,
full,1,global_all,global_all_p000,core,intra,0,joint_count,30,10,xianfa,憲法,zhixian,制憲,0,0,0,0.0621114286958,0.0769230769231,0.127375310724,18,問題; 省; 完成; 促成; 國會; 選舉; 議會; 破壞; 主張; 湘省; 南京; 程序; 機關; 手續; 自治; 前途; 進行; 籌備,14650,2467,205,47,205,47,ok,
full,20,global_all,global_all_p000,core,intra,20,joint_count,30,10,lixian,立憲,xianzheng,憲政,0.00565568055363,0.00657966882334,0.00486144871172,0.342329791309,0.481481481481,0.614328334764,13,政府; 國; 實行; 人民; 國家; 人; 政治; 省; 中國; 籌備; 兩; 國會; 國民,72952,98736,884,1132,20,20,ok,
full,20,global_all,global_all_p000,core,cross,20,joint_count,30,10,lixian,立憲,xianfa,憲法,0.003707293636,0.00860840004386,0.00159658310876,0.224051044862,0.290322580645,0.467031539148,9,國會; 國; 政府; 人; 人民; 省; 國家; 不能; 兩,72952,393340,884,2980,20,20,ok,
full,20,global_all,global_all_p000,core,cross,20,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.176651079591,0.25,0.373489577869,8,國會; 國民; 人; 政府; 國; 省; 不能; 兩,72952,47928,884,626,20,20,ok,
full,20,global_all,global_all_p000,core,cross,20,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0.00475464142257,0.009489953006,0.00238216301419,0.230614180397,0.25,0.443473973374,8,國; 政府; 省; 人; 人民; 國家; 國會; 兩,98736,393340,1132,2980,20,20,ok,
full,20,global_all,global_all_p000,core,cross,20,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0.00141006559604,0.000982417760493,0.00202386913704,0.150617703767,0.212121212121,0.344170137616,7,省; 政府; 人; 國; 兩; 國會; 國民,98736,47928,1132,626,20,20,ok,
full,20,global_all,global_all_p000,core,intra,20,joint_count,30,10,xianfa,憲法,zhixian,制憲,0.00841207767529,0.00293639090863,0.024098647972,0.307922927334,0.428571428571,0.679242400092,12,國會; 問題; 人; 政府; 省; 國; 議員; 選舉; 主張; 不能; 兩; 代表,393340,47928,2980,626,20,20,ok,
full,20,global_all,global_all_p000,core,intra,50,joint_count,30,10,lixian,立憲,xianzheng,憲政,0.00565568055363,0.00657966882334,0.00486144871172,0.318227747487,0.369863013699,0.591664798706,27,政府; 國; 實行; 人民; 國家; 人; 政治; 省; 中國; 籌備; 兩; 國會; 國民; 不能; 開; 組織; 內閣; 地方自治; 基礎; 成立,72952,98736,884,1132,50,50,ok,
full,20,global_all,global_all_p000,core,cross,50,joint_count,30,10,lixian,立憲,xianfa,憲法,0.003707293636,0.00860840004386,0.00159658310876,0.248703362211,0.315789473684,0.530793744279,24,國會; 國; 政府; 人; 人民; 省; 國家; 不能; 兩; 組織; 國民; 成立; 新; 法律; 機關; 政治; 問題; 中國; 權; 法,72952,393340,884,2980,50,50,ok,
full,20,global_all,global_all_p000,core,cross,50,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.180863806842,0.219512195122,0.397448411027,18,國會; 國民; 人; 政府; 國; 省; 不能; 兩; 開; 人民; 國家; 機關; 組織; 自治; 成立; 新; 北京; 問題,72952,47928,884,626,50,50,ok,
full,20,global_all,global_all_p000,core,cross,50,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0.00475464142257,0.009489953006,0.00238216301419,0.287546134474,0.315789473684,0.544875161909,24,國; 政府; 省; 人; 人民; 國家; 國會; 問題; 不能; 兩; 組織; 成立; 代表; 國民; 新; 機關; 政治; 中國; 國民大會; 選舉,98736,393340,1132,2980,50,50,ok,
full,20,global_all,global_all_p000,core,cross,50,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0.00141006559604,0.000982417760493,0.00202386913704,0.245985721985,0.333333333333,0.482250019766,25,省; 政府; 人; 國; 兩; 人民; 國會; 國民; 問題; 不能; 組織; 進行; 國民大會; 國家; 成立; 完成; 開; 派; 代表; 機關,98736,47928,1132,626,50,50,ok,
full,20,global_all,global_all_p000,core,intra,50,joint_count,30,10,xianfa,憲法,zhixian,制憲,0.00841207767529,0.00293639090863,0.024098647972,0.403100906255,0.538461538462,0.781598952697,35,國會; 問題; 人; 政府; 省; 國; 議員; 新; 制定; 人民; 選舉; 主張; 不能; 兩; 組織; 總統; 國家; 代表; 討論; 規定,393340,47928,2980,626,50,50,ok,
full,20,global_all,global_all_p000,core,intra,100,joint_count,30,10,lixian,立憲,xianzheng,憲政,0.00565568055363,0.00657966882334,0.00486144871172,0.354132329334,0.408450704225,0.649210639685,58,政府; 國; 實行; 人民; 國家; 人; 政治; 省; 中國; 籌備; 兩; 國會; 國民; 不能; 開; 組織; 內閣; 地方自治; 基礎; 成立,72952,98736,884,1132,100,100,ok,
full,20,global_all,global_all_p000,core,cross,100,joint_count,30,10,lixian,立憲,xianfa,憲法,0.003707293636,0.00860840004386,0.00159658310876,0.279927574927,0.351351351351,0.567351611659,52,國會; 國; 政府; 人; 人民; 省; 國家; 不能; 兩; 組織; 國民; 成立; 新; 法律; 機關; 政治; 問題; 中國; 議員; 議會,72952,393340,884,2980,100,100,ok,
full,20,global_all,global_all_p000,core,cross,100,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.197247795366,0.226993865031,0.454809613755,37,國會; 國民; 人; 政府; 國; 省; 不能; 兩; 開; 人民; 國家; 機關; 組織; 自治; 成立; 權; 新; 北京; 問題; 實行,72952,47928,884,626,100,100,ok,
full,20,global_all,global_all_p000,core,cross,100,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0.00475464142257,0.009489953006,0.00238216301419,0.355127690521,0.438848920863,0.635097476432,61,國; 政府; 省; 人; 人民; 國家; 國會; 問題; 不能; 兩; 組織; 成立; 代表; 國民; 新; 機關; 政治; 中國; 國民大會; 選舉,98736,393340,1132,2980,100,100,ok,
full,20,global_all,global_all_p000,core,cross,100,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0.00141006559604,0.000982417760493,0.00202386913704,0.26416230607,0.333333333333,0.521841678069,50,省; 政府; 人; 國; 兩; 人民; 國會; 國民; 問題; 不能; 組織; 進行; 國民大會; 國家; 成立; 完成; 開; 派; 代表; 機關,98736,47928,1132,626,100,100,ok,
full,20,global_all,global_all_p000,core,intra,100,joint_count,30,10,xianfa,憲法,zhixian,制憲,0.00841207767529,0.00293639090863,0.024098647972,0.406032928277,0.503759398496,0.793279062931,67,國會; 問題; 人; 政府; 省; 國; 議員; 新; 制定; 人民; 選舉; 主張; 不能; 兩; 組織; 總統; 國家; 代表; 討論; 規定,393340,47928,2980,626,100,100,ok,
full,20,global_all,global_all_p000,core,intra,0,joint_count,30,10,lixian,立憲,xianzheng,憲政,0.00565568055363,0.00657966882334,0.00486144871172,0.398727389442,0.431316725979,0.704642388297,606,政府; 國; 實行; 人民; 國家; 人; 政治; 省; 中國; 籌備; 兩; 國會; 國民; 不能; 開; 組織; 內閣; 地方自治; 基礎; 成立,72952,98736,884,1132,882,1129,ok,
full,20,global_all,global_all_p000,core,cross,0,joint_count,30,10,lixian,立憲,xianfa,憲法,0.003707293636,0.00860840004386,0.00159658310876,0.286426758692,0.237652341244,0.625971364124,741,國會; 國; 政府; 人; 人民; 省; 國家; 不能; 兩; 組織; 國民; 成立; 新; 法律; 機關; 政治; 問題; 中國; 議員; 議會,72952,393340,884,2980,882,2977,ok,
full,20,global_all,global_all_p000,core,cross,0,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.238154065586,0.27303465765,0.505136096426,323,國會; 國民; 人; 政府; 國; 省; 不能; 兩; 開; 人民; 國家; 機關; 組織; 自治; 成立; 權; 新; 北京; 問題; 實行,72952,47928,884,626,882,624,ok,
full,20,global_all,global_all_p000,core,cross,0,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0.00475464142257,0.009489953006,0.00238216301419,0.374232885619,0.303906001905,0.714491254057,957,國; 政府; 省; 人; 人民; 國家; 國會; 問題; 不能; 兩; 組織; 成立; 代表; 國民; 新; 機關; 政治; 中國; 國民大會; 選舉,98736,393340,1132,2980,1129,2977,ok,
full,20,global_all,global_all_p000,core,cross,0,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0.00141006559604,0.000982417760493,0.00202386913704,0.314356179842,0.329037149356,0.608149274568,434,省; 政府; 人; 國; 兩; 人民; 國會; 國民; 問題; 不能; 組織; 進行; 國民大會; 國家; 成立; 完成; 開; 派; 代表; 機關,98736,47928,1132,626,1129,624,ok,
full,20,global_all,global_all_p000,core,intra,0,joint_count,30,10,xianfa,憲法,zhixian,制憲,0.00841207767529,0.00293639090863,0.024098647972,0.390049875152,0.20394516884,0.831746319614,610,國會; 問題; 人; 政府; 省; 國; 議員; 新; 制定; 人民; 選舉; 主張; 不能; 兩; 組織; 總統; 國家; 代表; 討論; 規定,393340,47928,2980,626,2977,624,ok,
full,5,global_all,global_all_p000,core,intra,20,joint_count,30,10,lixian,立憲,xianzheng,憲政,0.0032842964587,0.00381027460255,0.00283092541976,0.173970654034,0.290322580645,0.30382112445,9,實行; 籌備; 國; 政府; 國家; 基礎; 中國; 政治; 人民,15222,20488,200,305,20,20,ok,
full,5,global_all,global_all_p000,core,cross,20,joint_count,30,10,lixian,立憲,xianfa,憲法,0.0025780138831,0.00604388385232,0.00109964978545,0.0823680716317,0.142857142857,0.200130942917,5,國; 國會; 政府; 國家; 人民,15222,83663,200,902,20,20,ok,
full,5,global_all,global_all_p000,core,cross,20,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.0427113894695,0.0526315789474,0.101482679709,2,國民; 國會,15222,9719,200,171,20,20,ok,
full,5,global_all,global_all_p000,core,cross,20,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0.00502396766406,0.010152284264,0.00248616473232,0.13595711318,0.212121212121,0.163008431628,7,國; 省; 政府; 國家; 問題; 人民; 成立,20488,83663,305,902,20,20,ok,
full,5,global_all,global_all_p000,core,cross,20,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0,0,0,0.064338886882,0.111111111111,0.0891961949278,4,進行; 完成; 省; 問題,20488,9719,305,171,20,20,ok,
full,5,global_all,global_all_p000,core,intra,20,joint_count,30,10,xianfa,憲法,zhixian,制憲,0.00638254492199,0.00217539414078,0.0187262063998,0.120128284576,0.176470588235,0.379712699179,6,國會; 問題; 省; 選舉; 人; 主張,83663,9719,902,171,20,20,ok,
full,5,global_all,global_all_p000,core,intra,50,joint_count,30,10,lixian,立憲,xianzheng,憲政,0.0032842964587,0.00381027460255,0.00283092541976,0.214677887448,0.315789473684,0.386578734721,24,實行; 籌備; 國; 政府; 國家; 基礎; 中國; 民主; 政治; 人民; 國會; 地方自治; 我國; 不能; 預備; 人; 兩; 組織; 前途; 內閣,15222,20488,200,305,50,50,ok,
full,5,global_all,global_all_p000,core,cross,50,joint_count,30,10,lixian,立憲,xianfa,憲法,0.0025780138831,0.00604388385232,0.00109964978545,0.114284249409,0.190476190476,0.261358541885,16,國; 國會; 政府; 國家; 人民; 人; 不能; 組織; 主張; 實行; 問題; 兩; 國民; 中國; 制度; 政治,15222,83663,200,902,50,50,ok,
full,5,global_all,global_all_p000,core,cross,50,joint_count,30,10,lixian,立憲,zhixian,制憲,0,0,0,0.0990498267276,0.162790697674,0.183539751145,14,國民; 國會; 政府; 人; 不能; 開; 國; 人民; 自治; 兩; 組織; 主張; 問題; 北京,15222,9719,200,171,50,50,ok,
full,5,global_all,global_all_p000,core,cross,50,joint_count,30,10,xianzheng,憲政,xianfa,憲法,0.00502396766406,0.010152284264,0.00248616473232,0.190722534689,0.282051282051,0.304441305795,22,國; 省; 政府; 國家; 問題; 人民; 國會; 成立; 國民大會; 人; 不能; 組織; 新; 實行; 實施; 施行; 兩; 完成; 機關; 國民,20488,83663,305,902,50,50,ok,
full,5,global_all,global_all_p000,core,cross,50,joint_count,30,10,xianzheng,憲政,zhixian,制憲,0,0,0,0.133285153815,0.219512195122,0.212128751891,18,進行; 完成; 省; 政府; 問題; 國會; 兩; 國; 北京; 人民; 組織; 國民大會; 不能; 人; 國民; 新; 自治; 機關,20488,9719,305,171,50,50,ok,
full,5,global_all,global_all_p000,core,intra,50,joint_count,30,10,xianfa,憲法,zhixian,制憲,0.00638254492199,0.00217539414078,0.0187262063998,0.232902856333,0.369863013699,0.566972213245,27,國會; 問題; 省; 政府; 新; 選舉; 人; 國; 主張; 議員; 人民; 總統; 國民大會; 制定; 規定; 討論; 公布; 不能; 組織; 兩,83663,9719,902,171,50,50,ok,
